Fecha Reporte;Hora Reporte;Tipo;Departamento;Municipio;Lugar;Latitud;Longitud;Hectáreas
19/02/2022;11:50:00;No Forestal;Guatemala;Palencia;Km 18 al 19 ruta al Atlántico entrada a Palencia. ;14.94388889;-90.20194444;4
19/02/2022;11:00:00;Forestal;Guatemala;Petapa;Los Eucaliptos Km 11 ingreso a la VAS por Rivera del Río;14.49030556;-90.54247222;16
19/02/2022;23:23:00;No Forestal;Santa Rosa;Guazacapan;Aldea Ojo de Agua Finca El Papaturro;14.72200833;-90.366375;2.32
19/02/2022;21:17:00;No Forestal;Zacapa;Zacapa;Colonia Metropolis;14.70083333;-90.3925;1
20/02/2022;10:00:00;No Forestal;El Progreso;El Jicaro;Finca el Tintero, Barrio Buenos Aires;14.1725;-90.13388889;1.5
20/02/2022;17:30:00;Forestal;El Progreso;Sanarate;Barrio La Cachucha;14.97305556;-91.06472222;1
20/02/2022;14:45:00;No Forestal;Escuintla;Masagua;kilómetro 66;14.91388889;-89.89861111;1.5
20/02/2022;13:00:00;No Forestal;Escuintla;Palin;Residenciales Valle de las Flores;14.8665;-91.41013889;1.5
20/02/2022;07:30:00;Forestal;Guatemala;San Jose Del Golfo;Colonia San Carlos;15.34638889;-91.38027778;40
20/02/2022;11:05:00;Forestal;Huehuetenango;Aguacatan;Caserío Los Alisos, Aldea el Manzanillo;14.74222222;-90.40083333;5
20/02/2022;13:30:00;Forestal;Quiche;Chiche;Aldea Tzalamabaj I;14.79472222;-90.19194444;0.5
20/02/2022;23:00:00;No Forestal;Santa Rosa;Nueva Santa Rosa;Aldea Ojo de Agua;14.38833333;-90.72722222;232
20/02/2022;16:30:00;Forestal;Totonicapan;Totonicapan;Aldea Vásquez;13.90686667;-90.42590556;0.25
21/02/2022;09:30:00;No Forestal;Escuintla;Palin;Bosque El Chilar, kilómetro 43;15.32416667;-91.50194444;0.02
21/02/2022;15:20:00;Forestal;Guatemala;Villa Canales;El Porvenir;15.04555556;-91.16166667;3
21/02/2022;13:52:00;No Forestal;Huehuetenango;Huehuetenango;Calle a Campamentos Ahuehuetl, Zona 9;14.53616667;-90.50297222;0.5
21/02/2022;10:30:00;No Forestal;Peten;San Andres;El Guanal No. 1;15.18222222;-90.91638889;135
21/02/2022;15:44:00;Forestal;Quetzaltenango;San Carlos Sija;Finca Paso Hondo;14.38166667;-90.72;1.5
21/02/2022;13:00:00;Forestal;Quiche;San Andres Sajcabaja;Cerro Sajmajil;14.98111111;-91.55111111;4
21/02/2022;13:30:00;Forestal;Quiche;Santa Cruz Del Quiche;Camino a Pamesebal I, aldea Chorrecales;17.20160278;-89.88386667;10
22/02/2022;17:00:00;Forestal;Guatemala;Mixco;3a. Avenida 1-98 Colonia Santa Rita I Zona 2;14.49994444;-89.45586111;6
22/02/2022;18:30:00;No Forestal;Guatemala;Mixco;"O ave ""A"" y 29 calle ""B"" final Zona 10, Colonia la comunidad";14.62555556;-90.57111111;4
22/02/2022;15:57:00;No Forestal;Guatemala;Mixco;6 ave. 31 calle final Jardines de la Comunidad zona 10;15.0225;-91.14611111;2
22/02/2022;14:30:00;No Forestal;Guatemala;San Jose Pinula;Sector la Arena Carretera a Residenciales San José;14.27444444;-89.98055556;1
22/02/2022;16:10:00;No Forestal;Guatemala;Villa Nueva;Ladera ubicada entre colonias La Esperanza y El Búcaro zona 12;14.98583333;-90.98361111;10
22/02/2022;13:10:00;Forestal;Jutiapa;Jutiapa;Aldea Las Victorias;14.98583333;-90.98833333;75
22/02/2022;14:30:00;Forestal;Jutiapa;Quesada;Aldea La Pava;14.99638889;-90.79555556;15
22/02/2022;15:10:00;Forestal;Quetzaltenango;San Carlos Sija;Finca  Paso Hondo / Cruz de La Lacha ;14.62;-90.57388889;1.5
22/02/2022;11:30:00;Forestal;Quiche;Joyabaj;Colonia Los Ángeles;14.54;-90.56388889;9
22/02/2022;12:30:00;No Forestal;Quiche;Santa Cruz Del Quiche;Sector Zona 5;14.98083333;-91.5525;4
23/02/2022;13:15:00;Forestal;Chiquimula;Chiquimula;Ingreso a comunidad de Shororagua (Frente a Condado Filadelfia);15.065;-91.15611111;3
23/02/2022;16:30:00;No Forestal;Guatemala;Guatemala;Barranco de residenciales Pinares de Llano Largo km 16.5 zona 25;15.28694444;-91.46805556;5
23/02/2022;14:30:00;Forestal;Guatemala;San Pedro Ayampuc;Cerro Lomas de San Pedro Ayampuc;14.73972222;-90.44583333;3
23/02/2022;16:30:00;No Forestal;Guatemala;San Pedro Ayampuc;Finca las Victorias;14.97916667;-90.91527778;5
23/02/2022;06:30:00;Forestal;Huehuetenango;Huehuetenango;Aldea Ojechejel;14.72444444;-90.43611111;12
23/02/2022;13:10:00;Forestal;Quiche;Joyabaj;Aldea Tzalam;15.04138889;-91.23666667;3
23/02/2022;11:30:00;Forestal;Quiche;San Antonio Ilotenango;Entronque a San Antonio Ilotenango;15.00375;-89.65427778;1.6
23/02/2022;14:30:00;Forestal;Quiche;Santa Cruz Del Quiche;Bárbara Ford;14.92083333;-91.35888889;10
23/02/2022;15:40:00;No Forestal;Suchitepequez;Cuyotenango;Km. 165 CA2;14.53916667;-91.53916667;12.4
23/02/2022;15:45:00;Forestal;Totonicapan;Totonicapan;Cantón Cojxac;14.96844167;-90.88410556;1
23/02/2022;16:30:00;Forestal;Zacapa;Estanzuela;costado del Centro comercial MEGAPLAZA;14.77785;-89.56901944;2
24/02/2022;19:35:00;No Forestal;El Progreso;Morazan;Caserío El Mirador;14.72527778;-90.40055556;2.5
24/02/2022;12:00:00;No Forestal;Guatemala;Palencia;Colonia San Carlos;14.72527778;-90.52222222;4
24/02/2022;15:55:00;Forestal;Guatemala;San Pedro Sacatepequez;Aldea ChillaniFinca  El Bosque;15.00555556;-90.15861111;268
24/02/2022;12:35:00;Forestal;Quiche;Joyabaj;Río Cocol;14.99444444;-90.79138889;4
24/02/2022;15:30:00;Forestal;Quiche;San Antonio Ilotenango;Caserío Pocomon, Aldea Pachilip;14.98861111;-91.2475;52
24/02/2022;11:15:00;No Forestal;Santa Rosa;Taxisco;Km. 107 ruta CA-2El Mirador;14.39275;-91.19308333;0.8
25/02/2022;17:30:00;No Forestal;Escuintla;Palin;Kilometro 33;14.63027778;-89.96;2
25/02/2022;22:38:00;Forestal;Guatemala;Mixco;Finca el Aguacate Zona 9;15.03916667;-91.31777778;6
25/02/2022;13:00:00;No Forestal;Guatemala;Villa Nueva;Barranco de Residenciales Llano alto del 1 al 6, zona 6;15.04972222;-91.21944444;15
25/02/2022;13:15:00;Forestal;Huehuetenango;Malacatancito;Aldea Cacum;ERROR: Server error: Entry not found in index;ERROR: Server error: Entry not found in index;0.5
25/02/2022;15:00:00;Forestal;Jalapa;Jalapa;Aldea Río Frío;14.85185;-90.62638889;1
25/02/2022;15:20:00;Forestal;Quiche;San Antonio Ilotenango;Zona 6;14.44055556;-90.65472222;1
25/02/2022;17:42:00;Forestal;Totonicapan;Santa Maria Chiquimula;Paraje Xequisel, Cantón Centro;14.43888889;-90.65416667;1.1
25/02/2022;12:30:00;Forestal;Zacapa;Rio Hondo;Churupaco, Subcuenca Pasabien;15.25;-91.50027778;1
26/02/2022;15:20:00;No Forestal;Baja Verapaz;San Miguel Chicaj;El Portezuelo, Kilometro 154  RN  5 ;14.9125;-91.12888889;15
26/02/2022;01:11:00;Forestal;Guatemala;Guatemala;Diagonal 45,42-15 Lomas de San Isidro Zona 16;14.57027778;-90.59611111;7
26/02/2022;12:51:00;Forestal;Guatemala;Mixco;Finca el Carmen aldea el Aguacate Z.9 De Mixco;15.10916667;-90.36044444;8
26/02/2022;14:55:00;Forestal;Guatemala;Mixco;Interior Finca el Carmen zona 9;15.17111111;-90.89694444;2
26/02/2022;16:30:00;Forestal;Guatemala;Villa Canales;Finca el Bosque;15.25888889;-91.48805556;4
26/02/2022;13:47:00;No Forestal;Guatemala;Villa Nueva;Ingreso a Terrazas I, Ciudad Peronia, Zona 8;14.59222222;-90.59888889;1
26/02/2022;12:10:00;Forestal;Huehuetenango;Chiantla;Cerro Grande;15.36166667;-91.4525;2
26/02/2022;16:00:00;Forestal;Huehuetenango;Malacatancito;Cacum;14.59694444;-90.46;3
26/02/2022;15:20:00;Forestal;Quiche;Chichicastenango;Cantón Chilima;13.47666667;-90.52611111;0.5
26/02/2022;17:53:00;No Forestal;Quiche;San Andres Sajcabaja;Lotificación El Plan;14.5875;-90.61527778;1
26/02/2022;20:30:00;No Forestal;Quiche;San Pedro Jocopilas;Aldea Paichal;15.11506111;-89.07972222;0.5
26/02/2022;10:30:00;Forestal;Zacapa;Rio Hondo;Subcuenca, Aldea Jones;15.11333333;-91.15361111;45
27/02/2022;13:15:00;No Forestal;Guatemala;Mixco;Calle 81 y 13 avenida Sacoj Grande zona 6;14.9975;-90.75833333;1
27/02/2022;15:30:00;No Forestal;Guatemala;Villa Canales;Faldas del Volcan PacayaEl Muñeco, Los Llanos,  El Amate;14.70944444;-90.53527778;5.5
27/02/2022;16:00:00;No Forestal;Peten;San Andres;Sabana 26 Sacluc Parque Nacional Laguna del Tigre;14.97;-91.10555556;51
27/02/2022;21:05:00;No Forestal;Peten;San Andres;Sabana No. 11 Sacluc PNLT;14.99194444;-91.15777778;41.14
27/02/2022;23:20:00;No Forestal;Quiche;Chichicastenango;Sector 9, Cantón Chuluma I;14.57055556;-90.68638889;0.5
27/02/2022;08:20:00;Forestal;Quiche;Joyabaj;Aldea Pasaguay;15.04805556;-91.19333333;32.2
27/02/2022;13:25:00;No Forestal;Quiche;Santa Cruz Del Quiche;Aldea Xatinap I;15.045;-91.15361111;1
27/02/2022;15:10:00;No Forestal;Quiche;Santa Cruz Del Quiche;Aldea Pachitac;17.19813333;-90.1454;0.5
27/02/2022;18:47:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Pamesebal I;17.25796944;-90.175925;0.5
28/02/2022;11:15:00;Forestal;Huehuetenango;Chiantla;Aldea Alfalfa;15.04861111;-91.15777778;1.5
28/02/2022;14:00:00;Forestal;Huehuetenango;Huehuetenango;Cerrito del Maíz zona 4 ;15.3375;-91.47805556;0.5
28/02/2022;18:45:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Xatinap I;15.08;-91.46805556;2
28/02/2022;19:00:00;Forestal;Quiche;Santa Cruz Del Quiche;kilometro 156 Ruta a Santa Cruz del Quiché;14.98277778;-91.10972222;0.5
28/02/2022;10:00:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Pachitac;15.34277778;-91.40944444;25
28/02/2022;13:00:00;Forestal;San Marcos;Sibinal;Caserío La Barranca ;15.17777778;-92.02111111;4
28/02/2022;13:40:00;Forestal;Totonicapan;Momostenango;Balnearios de Agua Caliente;15.04611111;-91.19027778;3.94
1/03/2022;15:00:00;Forestal;Escuintla;Escuintla;Kilometro 80 Ruta a Taxisco Finca California ;14.14583333;-90.68416667;120
1/03/2022;16:40:00;No Forestal;Guatemala;Mixco;7a. Avenida 24-03 zona 8 Valle Dorado, ciudad San Cristóbal;14.5725;-90.58305556;3
2/03/2022;20:00:00;No Forestal;Guatemala;Villa Nueva;ruta Marianita hacia el Puente la Prosperidad, 23 calle zona 6;13.36513889;-91.45233333;3
2/03/2022;20:00:00;No Forestal;Huehuetenango;Chiantla;Cerro Grande;14.52888889;-90.56563889;6
2/03/2022;21:40:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Pachitac, ruta San Antonio Ilotenango;15.04722222;-91.08055556;8
3/03/2022;14:00:00;No Forestal;Escuintla;Palin;Kilometro 34 CA-2;14.77944444;-91.21111111;1.5
3/03/2022;15:00:00;No Forestal;Guatemala;Guatemala;Mirador de La Cruz, sector 2 Mz. 3 zona 18 ;14.43777778;-90.655;2
3/03/2022;16:00:00;Forestal;Huehuetenango;Aguacatan;Caserío Nueva Esperancita, Aldea Exchimal;14.05972222;-90.46805556;3
3/03/2022;16:10:00;No Forestal;Santa Rosa;Taxisco;El Miradero;14.68;-90.42555556;1
3/03/2022;18:50:00;Forestal;Solola;Solola;Caserío ChuaxicFinca Agua Tibia;15.28305556;-91.30527778;1.5
4/03/2022;11:00:00;Forestal;Baja Verapaz;Salama;Kilo 127 CA 14, Aldea Las Limas ;14.83166667;-91.47555556;2
4/03/2022;13:10:00;Forestal;Chimaltenango;Chimaltenango;Los Aposentos;15.31305556;-91.55444444;1
4/03/2022;10:00:00;Forestal;Huehuetenango;Huehuetenango;El Mamut, Aldea Chivacabé;14.68954444;-91.30154167;5
4/03/2022;12:00:00;Forestal;Jalapa;San Pedro Pinula;Finca La Quebradona;15.0625;-91.18416667;2
4/03/2022;13:58:00;Forestal;Quetzaltenango;Quetzaltenango;Cantón Chichiguitan;14.53511944;-89.95178611;1
4/03/2022;17:30:00;Forestal;Quiche;San Antonio Ilotenango;Zona 4 de San Antonio Ilotenango;14.635;-90.81722222;27
4/03/2022;12:30:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Pamesebal I;15.04388889;-91.22166667;49.5
4/03/2022;17:00:00;Forestal;Solola;San Juan La Laguna;Sector Pan Ukuy;14.71194444;-89.89083333;3
4/03/2022;09:00:00;Forestal;Zacapa;Zacapa;Cerro Miramundo;14.99694444;-90.24333333;5
5/03/2022;10:30:00;Forestal;Chimaltenango;San Martin Jilotepeque;San Jacinto;15.01;-91.09222222;1
5/03/2022;13:00:00;No Forestal;Guatemala;San Pedro Ayampuc;Extremo de buses Villas de San Pedro Ayampuc;14.74805556;-90.44444444;1
5/03/2022;13:15:00;No Forestal;Guatemala;San Pedro Ayampuc;Altos de Santa Maria;15.13097222;-91.23744444;1
5/03/2022;13:39:00;No Forestal;Guatemala;Villa Canales;Callejon El Pito, Ingreso a Aldea Los Llano;15.02561111;-91.24775;3
5/03/2022;14:30:00;Forestal;Guatemala;Villa Nueva;Km 14.4 ruta al norte;14.54497222;-90.58111111;4
5/03/2022;18:00:00;No Forestal;Huehuetenango;Chiantla;Sector Las Manzanas;15.23344444;-91.2745;3
5/03/2022;06:30:00;Forestal;Quiche;Chichicastenango;Kilómetro 153 ruta a Santa Cruz del Quiché;15.08694444;-89.52527778;1
5/03/2022;14:57:00;Forestal;Quiche;San Antonio Ilotenango;Aldea Sac Xap;15.00575;-91.15655556;75
5/03/2022;15:35:00;Forestal;Quiche;San Pedro Jocopilas;Santa María;14.75561111;-90.45075;7.2
5/03/2022;23:32:00;Forestal;Quiche;San Pedro Jocopilas;Aldea Xoljuyup I;15.39138889;-91.49027778;20
5/03/2022;12:00:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Cucabaj I;14.37619444;-90.56105556;15
5/03/2022;13:42:00;No Forestal;Quiche;Santa Cruz Del Quiche;Aldea Xatinap I;14.72833333;-90.79166667;18
5/03/2022;22:30:00;Forestal;Totonicapan;Santa Lucia La Reforma;Colonia La Esperanza, detrás del CAIMI;15.13027778;-91.12583333;2.5
5/03/2022;09:00:00;Forestal;Zacapa;Rio Hondo;Aldea Mal Paso;14.98138889;-91.10944444;10
6/03/2022;12:20:00;Forestal;Baja Verapaz;Rabinal;Caserio Chipacapox;15.02163889;-91.17375;2
6/03/2022;20:30:00;No Forestal;Escuintla;Santa Lucia Cotzumalguapa;Colonia Adelina;14.36577778;-90.57216667;0.6
6/03/2022;14:00:00;Forestal;Guatemala;Villa Canales;Los PocitosEl Muñeco, Los Llanos, El Amate;14.91388889;-91.37027778;290
6/03/2022;16:28:00;No Forestal;Jalapa;Jalapa;Colonia La Gracia;14.61722222;-89.96972222;1
6/03/2022;21:39:00;No Forestal;Peten;San Andres;Ruta Comunidad el Reloj;15.02138889;-91.17361111;7
6/03/2022;13:00:00;Forestal;Quetzaltenango;Cajola;Cantón Xecol;14.94076111;-91.62959444;2
6/03/2022;14:34:00;Forestal;Quiche;Chichicastenango;Río Xajil sector 2;15.07083333;-90.455;1
6/03/2022;13:30:00;Forestal;Quiche;Pachalum;Caserío el Aguacate;14.91781389;-91.09971667;150
6/03/2022;15:40:00;Forestal;Quiche;San Pedro Jocopilas;Kilómetro 177, ruta a Sacapulas El Carmen;14.57194444;-90.76416667;1
6/03/2022;17:00:00;Forestal;Quiche;Santa Cruz Del Quiche;Ruinas de Gumarkaaj;15.18;-91.22416667;5
6/03/2022;21:30:00;Forestal;Quiche;Santa Cruz Del Quiche; Sector Norte de Ruinas de Gumarkaaj;14.3425;-91.01416667;5
6/03/2022;13:00:00;Forestal;Sacatepequez;Pastores;Finca El Portal;14.90944444;-90.65055556;1
6/03/2022;21:30:00;Forestal;Totonicapan;Totonicapan;Paraje 3 Coronas, del Cantón Poxlajuj;17.80237778;-90.43291389;2
7/03/2022;16:04:00;Forestal;Baja Verapaz;San Jeronimo;Aldea El Cacao;14.19805556;-89.72727778;4
7/03/2022;16:30:00;No Forestal;Jutiapa;Atescatempa;Volcán Las Víboras;15.05444444;-91.02222222;25
7/03/2022;18:00:00;Forestal;Quiche;Chinique;Aldea las Lomas;15.04527778;-90.26888889;0.5
7/03/2022;21:30:00;Forestal;Quiche;Joyabaj;Panchum;15.14888889;-91.20361111;4
7/03/2022;11:00:00;No Forestal;Quiche;Joyabaj;Sector El Calvario;15.05277778;-91.15638889;0.5
7/03/2022;13:00:00;Forestal;Quiche;Sacapulas;Chicoxoy;15.29277778;-91.11725;1500
7/03/2022;13:00:00;Forestal;Quiche;San Pedro Jocopilas;Sector las Primaveras;15.12341389;-89.4514;5
7/03/2022;13:30:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Chajbal;15.22194444;-89.69777778;0.2
7/03/2022;13:40:00;Forestal;Quiche;Santa Cruz Del Quiche;Aldea Pamesebal III;15.02047222;-90.80441667;65
7/03/2022;15:00:00;Forestal;Zacapa;Gualan;Aldea Las Verapaces;14.99491667;-90.79980556;200
7/03/2022;18:30:00;Forestal;Zacapa;Rio Hondo;Tabacal El Paral;15.06027778;-91.20805556;8
8/03/2022;11:00:00;Forestal;Baja Verapaz;Salama;Parque municipal Cerro de la Cruz;15.23027778;-91.13972222;3
8/03/2022;09:30:00;Forestal;Baja Verapaz;San Jeronimo;Caserío Las Astras;15.32305556;-91.01833333;4
8/03/2022;08:30:00;Forestal;Baja Verapaz;San Miguel Chicaj;Aldea Rincón San Pedro;15.065;-90.22611111;4
8/03/2022;17:50:00;Forestal;El Progreso;Morazan;Caserío Los Leones;15.00555556;-90.15861111;2.5
8/03/2022;12:30:00;No Forestal;Guatemala;Chinautla;Km 12.5  Las Maravillas El Chan 1;15.08880556;-90.32177778;12
8/03/2022;14:00:00;No Forestal;Peten;San Andres;La Naranjita Laguna Larga;15.00638889;-90.94722222;40
8/03/2022;18:22:00;Forestal;Quiche;Chinique;Aldea las Choaxan;14.70707778;-90.45675556;2
8/03/2022;15:30:00;Forestal;Quiche;Cunen;Aldea San José;15.07694444;-90.39833333;5
8/03/2022;10:30:00;Forestal;Quiche;Sacapulas;Paraje Choabaj;17.78361111;-90.43555556;100
9/03/2022;18:56:00;Forestal;Quiche;Nebaj;Suchum;15.06361111;-91.20311111;3
9/03/2022;21:15:00;Forestal;Quiche;Santa Cruz Del Quiche;Pamesebal III;14.61222222;-90.64972222;45
9/03/2022;11:11:00;Forestal;Quiche;Santa Cruz Del Quiche;Puente Pachitac;14.935;-92.38972222;2
9/03/2022;16:02:00;No Forestal;Quiche;Santa Cruz Del Quiche;Choacaman I;15.08;-91.46805556;4
9/03/2022;18:00:00;Forestal;Sacatepequez;San Lucas Sacatepequez;Ruta interamericana km 27.9;15.04666667;-91.19194444;1
9/03/2022;22:40:00;Forestal;Totonicapan;San Bartolo;Sector del Balneario del Centro del Municipio;15.04666667;-91.1225;3.94
9/03/2022;12:30:00;Forestal;Totonicapan;Totonicapan;Cantón Juchanep;15.42833333;-91.16111111;2
10/03/2022;19:22:00;Forestal;Guatemala;Fraijanes;Ruta a Rancho Verde Lo de Diéguez;14.96555556;-89.28944444;3
10/03/2022;16:30:00;Forestal;Guatemala;Mixco;Aldea lo de Diéguez Rancho Verde;15.25698056;-89.17552222;2
10/03/2022;13:00:00;No Forestal;Guatemala;San Juan Sacatepequez;Colonia Villas de Carranza, Lo de carranza;14.9775;-90.82194444;4
10/03/2022;19:29:00;No Forestal;Huehuetenango;Huehuetenango;Sector la Joya, zona 4 ;14.37711434;-90.42919132;0.5
10/03/2022;16:37:00;Forestal;Huehuetenango;Huehuetenango;Aldea Tojocas;14.69694444;-90.55333333;2
10/03/2022;13:15:00;No Forestal;Quiche;Joyabaj;Estancia Pachilip;15.32222222;-91.47583333;1
10/03/2022;18:00:00;No Forestal;Santa Rosa;Barberena;Finca Cerro Redondo;14.94305556;-91.31083333;1
10/03/2022;07:53:00;Forestal;Totonicapan;Santa Maria Chiquimula;Paraje León, aldea Chuacorral II;15.28833333;-91.48555556;18
10/03/2022;09:00:00;Forestal;Totonicapan;Totonicapan;Cerro Tzalawuaj, final de la zona 4;14.49481389;-90.43246111;0.25
10/03/2022;16:20:00;Forestal;Zacapa;Gualan;Aldea Juan de Paz, Aldea el Fermín;14.91491667;-91.33213889;100
10/03/2022;15:00:00;Forestal;Zacapa;La Union;Colonia Vista Hermosa Tait;14.49472222;-90.43222222;1
11/03/2022;16:30:00;No Forestal;Guatemala;Palencia;El Fiscal;14.61844444;-90.04030556;3
11/03/2022;12:00:00;Forestal;Jalapa;Jalapa;Aldea Pino Gordo;14.68916667;-90.03738889;15
11/03/2022;12:30:00;Forestal;Jalapa;Jalapa;Aldea El Chagüite;15.01461111;-90.92222222;15
11/03/2022;10:00:00;Forestal;Peten;La Libertad;Pista La ¨L¨ Z.I. del Parque Nacional Sierra del Lacandón;14.94488889;-91.30911111;25.5
11/03/2022;16:20:00;Forestal;Quiche;Chiche;Paraje Los González;14.73225556;-90.40474722;100
11/03/2022;14:40:00;Forestal;Quiche;Zacualpa;Aldea Potrero Viejo II;14.94527778;-90.98472222;5
11/03/2022;15:08:00;No Forestal;Santa Rosa;Taxisco;Aldea la AvellaLa Arrocera;13.94388889;-90.42666667;8
11/03/2022;12:40:00;Forestal;Totonicapan;Santa Maria Chiquimula;Paraje Quieq´aja, Aldea Chuacorral II ;17.005;-90.97694444;5
12/03/2022;15:20:00;Forestal;El Progreso;San Agustin Acasaguastlan;Caserío El Matochal;16.78066667;-90.13298333;1.5
12/03/2022;13:15:00;Forestal;Guatemala;Petapa;Parte trasera de la Escuela de Sector No. 8 Villa Hermosa;15.16216667;-90.18211111;10
12/03/2022;19:02:00;Forestal;Guatemala;Petapa;Parque Municipal Regional La Cerra;15.355;-91.46138889;6
12/03/2022;22:29:00;No Forestal;Guatemala;Villa Nueva;Interior Hacienda Las Flores Zona 2, Kilometro15 ruta al Pacífico;14.54444167;-90.68301389;9
12/03/2022;14:50:00;No Forestal;Huehuetenango;Chiantla;Cementerio General;14.64027778;-90.02194444;1
12/03/2022;13:30:00;Forestal;Jalapa;Jalapa;Aldea El Arenal;14.53166667;-90.54930556;0.5
12/03/2022;14:00:00;Forestal;Peten;La Libertad;Barrio El Recuerdo;14.48213611;-90.51988056;2
12/03/2022;17:10:00;Forestal;Quiche;San Pedro Jocopilas;Sector Zaculeu, Aldea la Primavera;14.97073889;-90.078625;1
13/03/2022;13:02:00;Forestal;Chimaltenango;San Martin Jilotepeque;Aldea San Bernardo kilómetro 60 aproximadamente ruta a San Martín Jilotepeque;14.68944444;-91.30138889;1
13/03/2022;13:10:00;Forestal;El Progreso;San Agustin Acasaguastlan;Caserío El Morro;15.11529444;-89.64376111;2.5
13/03/2022;15:44:00;No Forestal;Huehuetenango;Huehuetenango;Colonia La Joya, zona 4;15.01472222;-90.91916667;1
13/03/2022;13:30:00;Forestal;Quiche;Zacualpa;Aldea Chixocol;ERROR: Server error: Entry not found in index;ERROR: Server error: Entry not found in index;14.7
13/03/2022;13:00:00;No Forestal;Sacatepequez;San Antonio Aguas Calientes;La Petatera;14.54055556;-90.79288889;2
13/03/2022;13:05:00;No Forestal;Solola;San Pablo La Laguna;San Pablo y San Marcos La Laguna;15.32527778;-91.47388889;1
13/03/2022;13:45:00;Forestal;Zacapa;Rio Hondo;La catarata, Santa Rosalia Marmol;14.99670278;-90.06885;98
14/03/2022;14:20:00;No Forestal;Guatemala;San Pedro Ayampuc;Colonia Brisas de San Pedro;15.04194444;-89.59527778;1
14/03/2022;15:30:00;No Forestal;Guatemala;Villa Nueva;Manzana 10 Residenciales Terranova zona 6;14.73886111;-90.45433333;2
14/03/2022;13:00:00;Forestal;Jalapa;San Pedro Pinula;Aldea Güisiltepque;15.00886111;-90.92972222;1
14/03/2022;15:45:00;Forestal;Quiche;Zacualpa;Puente Camacutz;14.6875;-89.91447222;8
14/03/2022;16:40:00;Forestal;Zacapa;Teculutan;Santa Rosalia MarmolFincas de Valores Mercantiles e Inversiónes pasabien;14.53072222;-90.57063889;15
15/03/2022;11:30:00;Forestal;Guatemala;San Juan Sacatepequez;Aldea El Sombrerito Javier Alvizures;15.30755556;-91.49022222;12
15/03/2022;14:00:00;No Forestal;Guatemala;Santa Catarina Pinula;El Bejucal, Sector 4, Aldea El Carmen;15.32805556;-91.4325;2
15/03/2022;21:20:00;No Forestal;Guatemala;Villa Nueva;Manzana 10 Residenciales Terranova zona 6;14.53080556;-90.57072222;2
15/03/2022;10:25:00;No Forestal;Huehuetenango;Huehuetenango;Colonia Las Luces, Cambote zona 11;14.560425;-90.51205278;0.4
15/03/2022;12:10:00;Forestal;Huehuetenango;Huehuetenango;Cantón Florencia, Aldea Chinacá;15.22694444;-91.24305556;8
15/03/2022;13:32:00;Forestal;Jutiapa;Atescatempa;Volcán Las Viboras;14.50823611;-90.34149167;19
15/03/2022;17:15:00;Forestal;Quiche;San Andres Sajcabaja;Aldea Chicoxop;15.18861111;-90.93333333;1.2
15/03/2022;11:45:00;Forestal;Quiche;San Pedro Jocopilas;Caserío Las Flores;14.20433333;-89.78338889;7.3
16/03/2022;13:00:00;Forestal;El Progreso;San Agustin Acasaguastlan;Caserío Poxte;14.521;-90.65664444;3.5
16/03/2022;12:20:00;No Forestal;Guatemala;San Juan Sacatepequez;Aldea Loma Alta, caserio Joya del Izote;15.00858333;-91.17825;2
16/03/2022;12:50:00;No Forestal;Guatemala;Villa Nueva;Cerro Parte InteriorMalena;15.01138889;-91.15583333;15
16/03/2022;19:40:00;No Forestal;Huehuetenango;Huehuetenango;El rastro, Cambote zona 11;14.69558333;-90.67798611;0.5
16/03/2022;11:20:00;No Forestal;Huehuetenango;Huehuetenango;Terrero Alto, zona 4;14.95353333;-90.7375;1
16/03/2022;17:50:00;No Forestal;Jalapa;Jalapa;Aldea Divisadero;14.63361111;-90.0225;1
16/03/2022;18:51:00;Forestal;Jalapa;Jalapa;Cerró Colimbi;15.01130556;-89.83883333;8
16/03/2022;13:08:00;No Forestal;Quiche;Joyabaj;Rastro Municipal;14.65627778;-89.97986111;0.5
16/03/2022;17:13:00;Forestal;Quiche;Patzite;Salida Principal a Santa Cruz del Quiché, Patzité, Quiché;14.9675;-91.205;0.5
16/03/2022;16:30:00;Forestal;Quiche;Santa Cruz Del Quiche;Cantón Xatinap II;14.7333;-91.22973889;20
16/03/2022;21:00:00;No Forestal;Quiche;Santa Cruz Del Quiche;Cantón Xatinap I,;15.31563056;-91.49896111;34
16/03/2022;12:25:00;Forestal;Solola;Santa Cruz La Laguna;Parte media entre Tzununa y Jaibal;15.33951667;-91.47691389;5.5
16/03/2022;12:30:00;No Forestal;Zacapa;Usumatlan;Aldea Los Vados y Aldea El Chico;14.99388889;-90.79555556;2
17/03/2022;15:40:00;Forestal;Baja Verapaz;San Miguel Chicaj;Aldea San Gabriel;14.39361111;-89.93777778;5
